Id,Label,POS_Category,Total_Frequency
caisse,caisse,NOUN,18
chaise,chaise,NOUN,18
changement,changement,NOUN,18
commander,commander,VERB,18
contraire,contraire,NOUN,18
cou,cou,NOUN,18
court,court,ADJ,18
créer,créer,VERB,18
curé,curé,NOUN,18
destiner,destiner,VERB,18
dir,dir,VERB,18
distinguer,distinguer,VERB,18
dépenser,dépenser,VERB,18
détail,détail,NOUN,18
effort,effort,NOUN,18
effrayer,effrayer,VERB,18
enchanter,enchanter,VERB,18
excessif,excessif,ADJ,18
exploiter,exploiter,VERB,18
folie,folie,NOUN,18
fonds,fonds,NOUN,18
foule,foule,NOUN,18
fournir,fournir,VERB,18
fruit,fruit,NOUN,18
guerre,guerre,NOUN,18
imagination,imagination,NOUN,18
inquiétude,inquiétude,NOUN,18
jaune,jaune,ADJ,18
libre,libre,ADJ,18
libéraux,libéraux,PROPN,18
merveille,merveille,NOUN,18
midi,midi,NOUN,18
ministériel,ministériel,ADJ,18
naïf,naïf,ADJ,18
niais,niais,ADJ,18
nombre,nombre,NOUN,18
obéir,obéir,VERB,18
peuple,peuple,NOUN,18
problème,problème,NOUN,18
prétendu,prétendu,ADJ,18
ramener,ramener,VERB,18
recueil,recueil,NOUN,18
revoir,revoir,VERB,18
rouler,rouler,VERB,18
sacrifier,sacrifier,VERB,18
seigneur,seigneur,NOUN,18
signature,signature,NOUN,18
soumettre,soumettre,VERB,18
taille,taille,NOUN,18
trahison,trahison,NOUN,18
Didot,Didot,PROPN,17
Françoise,Françoise,PROPN,17
Jean,Jean,PROPN,17
Panorama-Dramatique,Panorama-Dramatique,PROPN,17
administration,administration,NOUN,17
aise,aise,NOUN,17
attaque,attaque,NOUN,17
avare,avare,NOUN,17
beau-père,beau-père,NOUN,17
bénéfice,bénéfice,NOUN,17
calcul,calcul,NOUN,17
chance,chance,NOUN,17
clair,clair,ADJ,17
client,client,NOUN,17
coller,coller,VERB,17
commerçant,commerçant,NOUN,17
compagnie,compagnie,NOUN,17
concevoir,concevoir,VERB,17
crime,crime,NOUN,17
cultiver,cultiver,VERB,17
distance,distance,NOUN,17
divin,divin,ADJ,17
droguiste,droguiste,NOUN,17
débiteur,débiteur,NOUN,17
découvrir,découvrir,VERB,17
député,député,NOUN,17
enlever,enlever,VERB,17
fil,fil,NOUN,17
foyer,foyer,NOUN,17
horreur,horreur,NOUN,17
imposer,imposer,VERB,17
intéresser,intéresser,VERB,17
jalousie,jalousie,NOUN,17
joindre,joindre,VERB,17
lier,lier,VERB,17
maigre,maigre,ADJ,17
marron,marron,PROPN,17
mesure,mesure,NOUN,17
nez,nez,NOUN,17
noblesse,noblesse,NOUN,17
opération,opération,NOUN,17
ordonnance,ordonnance,NOUN,17
paix,paix,NOUN,17
plat,plat,NOUN,17
procès,procès,NOUN,17
relation,relation,NOUN,17
ressource,ressource,NOUN,17
retirer,retirer,VERB,17
rideau,rideau,NOUN,17
résister,résister,VERB,17
révéler,révéler,VERB,17
singulier,singulier,ADJ,17
sombre,sombre,ADJ,17
soulier,soulier,NOUN,17
suffire,suffire,VERB,17
surprise,surprise,NOUN,17
séparer,séparer,VERB,17
tendresse,tendresse,NOUN,17
traverser,traverser,VERB,17
éviter,éviter,VERB,17
évêque,évêque,NOUN,17
Bordeaux,Bordeaux,PROPN,16
Bridau,Bridau,PROPN,16
Hautoy,Hautoy,PROPN,16
Messieurs,Messieurs,PROPN,16
Porchon,Porchon,PROPN,16
Samanon,Samanon,PROPN,16
abonnement,abonnement,NOUN,16
abonné,abonné,NOUN,16
admiration,admiration,NOUN,16
admirer,admirer,VERB,16
amuser,amuser,VERB,16
arracher,arracher,VERB,16
asseoir,asseoir,VERB,16
avantage,avantage,NOUN,16
avoués,avoués,NOUN,16
bonnet,bonnet,NOUN,16
café,café,NOUN,16
chanson,chanson,NOUN,16
commettre,commettre,VERB,16
consoler,consoler,VERB,16
corde,corde,NOUN,16
coton,coton,NOUN,16
cours,cours,NOUN,16
domestique,domestique,ADJ,16
dur,dur,ADJ,16
départ,départ,NOUN,16
déployer,déployer,VERB,16
désert,désert,NOUN,16
fauteuil,fauteuil,NOUN,16
flatter,flatter,VERB,16
fête,fête,NOUN,16
gracieux,gracieux,ADJ,16
gêner,gêner,VERB,16
honteux,honteux,ADJ,16
image,image,NOUN,16
incapable,incapable,ADJ,16
introduire,introduire,VERB,16
jambe,jambe,NOUN,16
jardin,jardin,NOUN,16
langage,langage,NOUN,16
lâcheté,lâcheté,NOUN,16
mansarde,mansarde,NOUN,16
militaire,militaire,NOUN,16
méditer,méditer,VERB,16
passage,passage,NOUN,16
planche,planche,NOUN,16
presser,presser,VERB,16
prononcer,prononcer,VERB,16
protéger,protéger,VERB,16
préfète,préfète,NOUN,16
rame,rame,NOUN,16
rapide,rapide,ADJ,16
recherche,recherche,NOUN,16
recommander,recommander,VERB,16
reine,reine,NOUN,16
religieux,religieux,ADJ,16
religion,religion,NOUN,16
remercier,remercier,VERB,16
rose,rose,NOUN,16
répliquer,répliquer,VERB,16
réputation,réputation,NOUN,16
rêve,rêve,NOUN,16
sauter,sauter,VERB,16
sein,sein,NOUN,16
sphère,sphère,NOUN,16
veuve,veuve,NOUN,16
Évêque,Évêque,PROPN,16
école,école,NOUN,16
élevé,élevé,ADJ,16
